observed,observed_source,station,aqi,band,governing_pollutant,aqi_limit,above_limit
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"Wazirpur, Delhi - DPCC",123,Moderately Polluted,PM10,100,1
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"North Campus, DU, Delhi - IITM",120,Moderately Polluted,NO2,100,1
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"Chandni Chowk, Delhi - IITM",118,Moderately Polluted,PM10,100,1
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"CRRI Mathura Road, Delhi - IITM",113,Moderately Polluted,NO2,100,1
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"Rohini, Delhi - DPCC",113,Moderately Polluted,PM2.5,100,1
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"Pusa, Delhi - DPCC",109,Moderately Polluted,PM10,100,1
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"Nehru Nagar, Delhi - DPCC",109,Moderately Polluted,PM2.5,100,1
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"Bawana, Delhi - DPCC",106,Moderately Polluted,PM10,100,1
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"Ashok Vihar, Delhi - DPCC",105,Moderately Polluted,CO,100,1
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"Mandir Marg, Delhi - DPCC",105,Moderately Polluted,PM2.5,100,1
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"Patparganj, Delhi - DPCC",103,Moderately Polluted,CO,100,1
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC",102,Moderately Polluted,PM2.5,100,1
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"NSIT Dwarka, Delhi - CPCB",100,Satisfactory,CO,100,0
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"R K Puram, Delhi - DPCC",99,Satisfactory,PM2.5,100,0
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"ITO, Delhi - CPCB",97,Satisfactory,PM10,100,0
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"Punjabi Bagh, Delhi - DPCC",96,Satisfactory,PM2.5,100,0
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"DTU, Delhi - CPCB",94,Satisfactory,PM2.5,100,0
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"Commonwealth Sports Complex, Delhi - DPCC",93,Satisfactory,CO,100,0
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"Sirifort, Delhi - CPCB",90,Satisfactory,PM2.5,100,0
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"Burari Crossing, Delhi - IITM",88,Satisfactory,CO,100,0
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"IIT Delhi, Delhi - IITM",88,Satisfactory,PM10,100,0
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"Okhla Phase-2, Delhi - DPCC",85,Satisfactory,PM2.5,100,0
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"JNU, Delhi - DPCC",82,Satisfactory,CO,100,0
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"Major Dhyan Chand National Stadium, Delhi - DPCC",82,Satisfactory,PM2.5,100,0
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"Talkatora Garden, Delhi - DPCC",80,Satisfactory,CO,100,0
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"Mundka, Delhi - DPCC",78,Satisfactory,NO2,100,0
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"Vivek Vihar, Delhi - DPCC",77,Satisfactory,PM10,100,0
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"IGI Airport (T3), Delhi - IITM",77,Satisfactory,PM10,100,0
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"IMD Lodhi Road, Delhi - IITM",75,Satisfactory,PM10,100,0
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"Sri Aurobindo Marg, Delhi - DPCC",74,Satisfactory,CO,100,0
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"Dwarka-Sector 8, Delhi - DPCC",72,Satisfactory,PM10,100,0
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"Narela, Delhi - DPCC",67,Satisfactory,CO,100,0
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"NSUT Jaffarpur, Delhi - DPCC",62,Satisfactory,PM2.5,100,0
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC",62,Satisfactory,PM10,100,0
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"Najafgarh, Delhi - DPCC",59,Satisfactory,PM2.5,100,0
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"Aya Nagar, Delhi - IITM",57,Satisfactory,PM10,100,0
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"IGNOU_Maidan Garhi, Delhi - DPCC",56,Satisfactory,CO,100,0
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"IHBAS, Dilshad Garden, Delhi - CPCB",54,Satisfactory,PM10,100,0
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"Shadipur, Delhi - CPCB",51,Satisfactory,PM10,100,0
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"Cantonment Area, Delhi - DPCC",21,Good,PM2.5,100,0
2026-08-26T02:00:00+05:30,26-08-2026 02:00:00,"Alipur, Delhi - DPCC",7,Good,OZONE,100,0
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Anand Vihar, Delhi - DPCC",181,Moderately Polluted,PM10,100,1
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Pusa, Delhi - IITM",155,Moderately Polluted,OZONE,100,1
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Sonia Vihar, Delhi - DPCC",135,Moderately Polluted,PM2.5,100,1
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Wazirpur, Delhi - DPCC",129,Moderately Polluted,PM10,100,1
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Pusa, Delhi - DPCC",124,Moderately Polluted,PM10,100,1
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Bawana, Delhi - DPCC",124,Moderately Polluted,PM2.5,100,1
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"R K Puram, Delhi - DPCC",124,Moderately Polluted,PM2.5,100,1
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Rohini, Delhi - DPCC",121,Moderately Polluted,PM2.5,100,1
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Jahangirpuri, Delhi - DPCC",118,Moderately Polluted,PM2.5,100,1
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"North Campus, DU, Delhi - IITM",118,Moderately Polluted,NO2,100,1
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Chandni Chowk, Delhi - IITM",116,Moderately Polluted,PM10,100,1
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"IGI Airport (T3), Delhi - IITM",109,Moderately Polluted,OZONE,100,1
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"IIT Delhi, Delhi - IITM",106,Moderately Polluted,PM10,100,1
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Nehru Nagar, Delhi - DPCC",104,Moderately Polluted,PM10,100,1
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Ashok Vihar, Delhi - DPCC",103,Moderately Polluted,CO,100,1
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"ITO, Delhi - CPCB",102,Moderately Polluted,PM10,100,1
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"NSIT Dwarka, Delhi - CPCB",101,Moderately Polluted,CO,100,1
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Mundka, Delhi - DPCC",98,Satisfactory,PM10,100,0
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Patparganj, Delhi - DPCC",98,Satisfactory,PM2.5,100,0
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Punjabi Bagh, Delhi - DPCC",97,Satisfactory,PM10,100,0
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Dwarka-Sector 8, Delhi - DPCC",93,Satisfactory,PM10,100,0
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Sirifort, Delhi - CPCB",92,Satisfactory,PM2.5,100,0
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"DTU, Delhi - CPCB",92,Satisfactory,PM2.5,100,0
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Okhla Phase-2, Delhi - DPCC",84,Satisfactory,PM10,100,0
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Burari Crossing, Delhi - IITM",84,Satisfactory,PM10,100,0
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Mandir Marg, Delhi - DPCC",82,Satisfactory,PM10,100,0
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Vivek Vihar, Delhi - DPCC",82,Satisfactory,PM10,100,0
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Sri Aurobindo Marg, Delhi - DPCC",81,Satisfactory,PM10,100,0
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"CRRI Mathura Road, Delhi - IITM",81,Satisfactory,PM10,100,0
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Commonwealth Sports Complex, Delhi - DPCC",80,Satisfactory,PM10,100,0
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Major Dhyan Chand National Stadium, Delhi - DPCC",80,Satisfactory,PM10,100,0
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC",78,Satisfactory,PM2.5,100,0
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Najafgarh, Delhi - DPCC",78,Satisfactory,PM2.5,100,0
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Aya Nagar, Delhi - IITM",77,Satisfactory,PM10,100,0
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"IMD Lodhi Road, Delhi - IITM",73,Satisfactory,PM10,100,0
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Talkatora Garden, Delhi - DPCC",72,Satisfactory,CO,100,0
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"NSUT Jaffarpur, Delhi - DPCC",70,Satisfactory,PM2.5,100,0
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"JNU, Delhi - DPCC",70,Satisfactory,PM10,100,0
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC",66,Satisfactory,PM10,100,0
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"IGNOU_Maidan Garhi, Delhi - DPCC",63,Satisfactory,PM10,100,0
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Narela, Delhi - DPCC",59,Satisfactory,CO,100,0
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"IHBAS, Dilshad Garden, Delhi - CPCB",57,Satisfactory,PM10,100,0
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Shadipur, Delhi - CPCB",51,Satisfactory,PM10,100,0
2026-08-26T15:00:00+05:30,26-08-2026 15:00:00,"Cantonment Area, Delhi - DPCC",25,Good,PM2.5,100,0
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Anand Vihar, Delhi - DPCC",183,Moderately Polluted,PM10,100,1
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Pusa, Delhi - IITM",146,Moderately Polluted,OZONE,100,1
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Sonia Vihar, Delhi - DPCC",138,Moderately Polluted,PM2.5,100,1
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Wazirpur, Delhi - DPCC",131,Moderately Polluted,PM10,100,1
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Bawana, Delhi - DPCC",129,Moderately Polluted,PM2.5,100,1
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Rohini, Delhi - DPCC",126,Moderately Polluted,PM2.5,100,1
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"R K Puram, Delhi - DPCC",122,Moderately Polluted,PM2.5,100,1
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"IGI Airport (T3), Delhi - IITM",122,Moderately Polluted,OZONE,100,1
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Pusa, Delhi - DPCC",120,Moderately Polluted,PM10,100,1
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Jahangirpuri, Delhi - DPCC",119,Moderately Polluted,PM2.5,100,1
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"North Campus, DU, Delhi - IITM",118,Moderately Polluted,NO2,100,1
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Chandni Chowk, Delhi - IITM",117,Moderately Polluted,PM10,100,1
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Nehru Nagar, Delhi - DPCC",105,Moderately Polluted,PM10,100,1
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"IIT Delhi, Delhi - IITM",105,Moderately Polluted,PM10,100,1
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"ITO, Delhi - CPCB",102,Moderately Polluted,PM10,100,1
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"NSIT Dwarka, Delhi - CPCB",102,Moderately Polluted,CO,100,1
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Punjabi Bagh, Delhi - DPCC",101,Moderately Polluted,PM2.5,100,1
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Ashok Vihar, Delhi - DPCC",101,Moderately Polluted,CO,100,1
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Patparganj, Delhi - DPCC",100,Satisfactory,PM2.5,100,0
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Mundka, Delhi - DPCC",98,Satisfactory,PM10,100,0
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"DTU, Delhi - CPCB",97,Satisfactory,PM2.5,100,0
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Sirifort, Delhi - CPCB",93,Satisfactory,PM2.5,100,0
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Dwarka-Sector 8, Delhi - DPCC",93,Satisfactory,PM10,100,0
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Burari Crossing, Delhi - IITM",85,Satisfactory,PM10,100,0
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Okhla Phase-2, Delhi - DPCC",85,Satisfactory,PM10,100,0
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Vivek Vihar, Delhi - DPCC",84,Satisfactory,PM10,100,0
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"CRRI Mathura Road, Delhi - IITM",83,Satisfactory,PM10,100,0
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Commonwealth Sports Complex, Delhi - DPCC",82,Satisfactory,OZONE,100,0
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Mandir Marg, Delhi - DPCC",82,Satisfactory,PM10,100,0
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Sri Aurobindo Marg, Delhi - DPCC",81,Satisfactory,PM10,100,0
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Major Dhyan Chand National Stadium, Delhi - DPCC",79,Satisfactory,PM10,100,0
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Aya Nagar, Delhi - IITM",78,Satisfactory,PM10,100,0
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Najafgarh, Delhi - DPCC",78,Satisfactory,PM2.5,100,0
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC",73,Satisfactory,PM10,100,0
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"IMD Lodhi Road, Delhi - IITM",72,Satisfactory,PM10,100,0
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"NSUT Jaffarpur, Delhi - DPCC",72,Satisfactory,PM2.5,100,0
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Talkatora Garden, Delhi - DPCC",69,Satisfactory,PM2.5,100,0
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"JNU, Delhi - DPCC",69,Satisfactory,PM10,100,0
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC",67,Satisfactory,PM10,100,0
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"IGNOU_Maidan Garhi, Delhi - DPCC",64,Satisfactory,PM10,100,0
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"IHBAS, Dilshad Garden, Delhi - CPCB",61,Satisfactory,PM10,100,0
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Narela, Delhi - DPCC",58,Satisfactory,CO,100,0
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Shadipur, Delhi - CPCB",52,Satisfactory,PM10,100,0
2026-08-26T16:00:00+05:30,26-08-2026 16:00:00,"Cantonment Area, Delhi - DPCC",25,Good,PM2.5,100,0
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"Anand Vihar, Delhi - DPCC",187,Moderately Polluted,PM10,100,1
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"Sonia Vihar, Delhi - DPCC",143,Moderately Polluted,PM2.5,100,1
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"Pusa, Delhi - IITM",142,Moderately Polluted,OZONE,100,1
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"Wazirpur, Delhi - DPCC",132,Moderately Polluted,PM10,100,1
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"IGI Airport (T3), Delhi - IITM",132,Moderately Polluted,OZONE,100,1
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"Bawana, Delhi - DPCC",130,Moderately Polluted,PM2.5,100,1
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"Rohini, Delhi - DPCC",127,Moderately Polluted,PM2.5,100,1
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"Jahangirpuri, Delhi - DPCC",121,Moderately Polluted,PM2.5,100,1
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"North Campus, DU, Delhi - IITM",120,Moderately Polluted,NO2,100,1
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"Pusa, Delhi - DPCC",119,Moderately Polluted,PM10,100,1
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"R K Puram, Delhi - DPCC",119,Moderately Polluted,PM2.5,100,1
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"Chandni Chowk, Delhi - IITM",118,Moderately Polluted,PM10,100,1
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"Patparganj, Delhi - DPCC",107,Moderately Polluted,CO,100,1
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"Nehru Nagar, Delhi - DPCC",106,Moderately Polluted,PM10,100,1
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"ITO, Delhi - CPCB",104,Moderately Polluted,PM10,100,1
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"IIT Delhi, Delhi - IITM",103,Moderately Polluted,PM10,100,1
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"NSIT Dwarka, Delhi - CPCB",103,Moderately Polluted,CO,100,1
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"Punjabi Bagh, Delhi - DPCC",102,Moderately Polluted,PM2.5,100,1
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"Mundka, Delhi - DPCC",100,Satisfactory,PM10,100,0
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"Ashok Vihar, Delhi - DPCC",100,Satisfactory,CO,100,0
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"DTU, Delhi - CPCB",98,Satisfactory,PM2.5,100,0
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"Dwarka-Sector 8, Delhi - DPCC",89,Satisfactory,PM10,100,0
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"Commonwealth Sports Complex, Delhi - DPCC",88,Satisfactory,OZONE,100,0
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"Sirifort, Delhi - CPCB",87,Satisfactory,PM2.5,100,0
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"Burari Crossing, Delhi - IITM",87,Satisfactory,PM10,100,0
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"Vivek Vihar, Delhi - DPCC",86,Satisfactory,PM10,100,0
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"Okhla Phase-2, Delhi - DPCC",85,Satisfactory,PM10,100,0
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"CRRI Mathura Road, Delhi - IITM",84,Satisfactory,PM10,100,0
2026-08-26T17:00:00+05:30,26-08-2026 17:00:00,"Mandir Marg, Delhi - DPCC",83,Satisfactory,PM10,100,0
